"WordCount","SentimentGI","NegativityGI","PositivityGI","SentimentHE","NegativityHE","PositivityHE","SentimentLM","NegativityLM","PositivityLM","RatioUncertaintyLM","SentimentQDAP","NegativityQDAP","PositivityQDAP","LCpos","LCneg","LC","Vader"
36,0.0277777777777778,0.166666666666667,0.194444444444444,0,0,0,0,0.0277777777777778,0.0277777777777778,0,-0.0833333333333333,0.222222222222222,0.138888888888889,3,6,-0.0833333333333333,-0.916
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,0.1,0.1,0.2,0,0,0,-0.1,0.1,0,0,0.1,0.1,0.2,1,0,0.1,0
20,0,0.15,0.15,0,0,0,-0.05,0.05,0,0,-0.05,0.15,0.1,1,3,-0.1,-0.896
29,0.0689655172413793,0.206896551724138,0.275862068965517,0.0344827586206897,0,0.0344827586206897,0,0.0344827586206897,0.0344827586206897,0,-0.0689655172413793,0.172413793103448,0.103448275862069,3,2,0.0344827586206897,-0.136
7,0.142857142857143,0.142857142857143,0.285714285714286,0.285714285714286,0,0.285714285714286,0,0.142857142857143,0.142857142857143,0,0.142857142857143,0.142857142857143,0.285714285714286,1,1,0,-0.112
11,0,0.0909090909090909,0.0909090909090909,0,0,0,0,0,0,0,0,0.0909090909090909,0.0909090909090909,0,1,-0.0909090909090909,-0.202
19,0.157894736842105,0.105263157894737,0.263157894736842,0.0526315789473684,0,0.0526315789473684,0.0526315789473684,0.105263157894737,0.157894736842105,0,0.210526315789474,0.105263157894737,0.315789473684211,5,1,0.210526315789474,0.862
21,0.19047619047619,0.0476190476190476,0.238095238095238,0,0,0,0.0952380952380952,0,0.0952380952380952,0,0.142857142857143,0,0.142857142857143,1,0,0.0476190476190476,0.477
32,0.09375,0.03125,0.125,0.03125,0,0.03125,0,0,0,0.0625,0.09375,0,0.09375,2,0,0.0625,0.802
9,0.333333333333333,0,0.333333333333333,0,0,0,0,0,0,0,0.111111111111111,0,0.111111111111111,0,0,0,0
22,0.318181818181818,0.0454545454545455,0.363636363636364,0.0909090909090909,0,0.0909090909090909,0,0.0454545454545455,0.0454545454545455,0,0.272727272727273,0,0.272727272727273,3,0,0.136363636363636,0.827
15,0.333333333333333,0.0666666666666667,0.4,0,0,0,-0.0666666666666667,0.0666666666666667,0,0,0.466666666666667,0,0.466666666666667,1,0,0.0666666666666667,0.758
22,0.0909090909090909,0.181818181818182,0.272727272727273,0,0,0,-0.0909090909090909,0.0909090909090909,0,0,0,0.136363636363636,0.136363636363636,2,3,-0.0454545454545455,0.528
24,0.208333333333333,0.0833333333333333,0.291666666666667,0.0416666666666667,0.0416666666666667,0.0833333333333333,0.0833333333333333,0.0416666666666667,0.125,0,0.166666666666667,0.125,0.291666666666667,4,2,0.0833333333333333,0.904
35,0.228571428571429,0.114285714285714,0.342857142857143,-0.0285714285714286,0.0285714285714286,0,-0.114285714285714,0.114285714285714,0,0,0.142857142857143,0.0571428571428571,0.2,8,1,0.2,0.917
4,0.25,0,0.25,0.25,0,0.25,0.25,0,0.25,0,0.25,0,0.25,1,0,0.25,0.637
8,0.125,0.125,0.25,0,0,0,0,0.125,0.125,0,0.125,0.125,0.25,0,1,-0.125,-0.557
12,0.166666666666667,0.0833333333333333,0.25,0,0,0,-0.166666666666667,0.166666666666667,0,0,0.0833333333333333,0.0833333333333333,0.166666666666667,3,1,0.166666666666667,0.226
4,0.25,0,0.25,0,0,0,0,0,0,0.25,0.25,0,0.25,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.5,0.34
23,0.0869565217391304,0.0434782608695652,0.130434782608696,0,0,0,-0.0434782608695652,0.0434782608695652,0,0,0,0.0869565217391304,0.0869565217391304,3,3,0,-0.387
9,0,0.111111111111111,0.111111111111111,0,0,0,0,0,0,0,0,0.111111111111111,0.111111111111111,1,2,-0.111111111111111,-0.292
3,0.333333333333333,0,0.333333333333333,0,0,0,0,0,0,0,0.333333333333333,0,0.333333333333333,1,0,0.333333333333333,0.103
4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.25,0.421
22,0.227272727272727,0.0454545454545455,0.272727272727273,0,0,0,-0.0454545454545455,0.0454545454545455,0,0,0.181818181818182,0.0454545454545455,0.227272727272727,6,1,0.227272727272727,0.954
5,0.6,0,0.6,0,0,0,0,0,0,0,0.2,0,0.2,1,0,0.2,0.493
51,0.156862745098039,0.137254901960784,0.294117647058824,-0.0196078431372549,0.0196078431372549,0,-0.0980392156862745,0.0980392156862745,0,0,0.137254901960784,0.0784313725490196,0.215686274509804,3,3,0,0.84
32,0.15625,0.09375,0.25,0,0,0,0,0,0,0.0625,0.1875,0,0.1875,5,0,0.15625,0.098
42,0,0.142857142857143,0.142857142857143,0,0,0,0,0,0,0,0.0238095238095238,0.0952380952380952,0.119047619047619,3,4,-0.0238095238095238,0.226
3,-0.333333333333333,0.333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,0.0588235294117647,0.176470588235294,0.235294117647059,0,0,0,-0.235294117647059,0.235294117647059,0,0,-0.0588235294117647,0.235294117647059,0.176470588235294,4,3,0.0588235294117647,-0.903
6,0,0.166666666666667,0.166666666666667,0,0,0,0,0,0,0,0.166666666666667,0,0.166666666666667,2,0,0.333333333333333,0.201
43,0.116279069767442,0.116279069767442,0.232558139534884,0,0,0,0,0,0,0,0.0930232558139535,0.116279069767442,0.209302325581395,6,5,0.0232558139534884,0.164
22,-0.0454545454545455,0.227272727272727,0.181818181818182,0,0,0,-0.0909090909090909,0.0909090909090909,0,0.0454545454545455,0,0.181818181818182,0.181818181818182,0,2,-0.0909090909090909,0
6,-0.166666666666667,0.166666666666667,0,0,0,0,-0.166666666666667,0.166666666666667,0,0,-0.166666666666667,0.166666666666667,0,0,1,-0.166666666666667,-0.691
5,0.4,0,0.4,0,0,0,0,0,0,0,0,0.2,0.2,2,1,0.2,-0.772
19,0.105263157894737,0.157894736842105,0.263157894736842,0.0526315789473684,0,0.0526315789473684,0,0.0526315789473684,0.0526315789473684,0,0.263157894736842,0,0.263157894736842,2,0,0.105263157894737,0.66
12,0.25,0.0833333333333333,0.333333333333333,0,0,0,-0.0833333333333333,0.0833333333333333,0,0,0.166666666666667,0.166666666666667,0.333333333333333,1,2,-0.0833333333333333,-0.332
26,-0.0384615384615385,0.153846153846154,0.115384615384615,0,0,0,-0.0384615384615385,0.0384615384615385,0,0,0.0769230769230769,0.0384615384615385,0.115384615384615,2,0,0.0769230769230769,0.785
17,0.117647058823529,0.0588235294117647,0.176470588235294,0.0588235294117647,0,0.0588235294117647,0.0588235294117647,0,0.0588235294117647,0,0.176470588235294,0,0.176470588235294,2,0,0.117647058823529,0.718
36,-0.111111111111111,0.277777777777778,0.166666666666667,0.0833333333333333,0,0.0833333333333333,0,0.0833333333333333,0.0833333333333333,0.0277777777777778,0.0277777777777778,0.138888888888889,0.166666666666667,3,4,-0.0277777777777778,0.586
37,0.108108108108108,0.0540540540540541,0.162162162162162,0.027027027027027,0,0.027027027027027,-0.027027027027027,0.0540540540540541,0.027027027027027,0.027027027027027,0.0540540540540541,0.0540540540540541,0.108108108108108,2,0,0.0540540540540541,0.493
12,0.166666666666667,0.0833333333333333,0.25,0,0,0,0,0.0833333333333333,0.0833333333333333,0.0833333333333333,0,0.166666666666667,0.166666666666667,2,2,0,0.052
23,0.130434782608696,0,0.130434782608696,0,0,0,-0.0434782608695652,0.0434782608695652,0,0,0.130434782608696,0,0.130434782608696,2,0,0.0869565217391304,0.551
185,0,0.172972972972973,0.172972972972973,0.0108108108108108,0,0.0108108108108108,-0.0702702702702703,0.0864864864864865,0.0162162162162162,0.0432432432432432,0.0756756756756757,0.108108108108108,0.183783783783784,10,12,-0.0108108108108108,0.89
18,0.0555555555555556,0.111111111111111,0.166666666666667,0,0,0,-0.0555555555555556,0.0555555555555556,0,0,0.0555555555555556,0.111111111111111,0.166666666666667,2,4,-0.111111111111111,-0.402
40,0.075,0.125,0.2,0.05,0,0.05,-0.1,0.1,0,0.025,-0.025,0.15,0.125,5,3,0.05,-0.403
74,0.0540540540540541,0.108108108108108,0.162162162162162,0.027027027027027,0,0.027027027027027,-0.121621621621622,0.121621621621622,0,0.0405405405405405,0.121621621621622,0.0675675675675676,0.189189189189189,7,2,0.0675675675675676,0.494
27,0,0.148148148148148,0.148148148148148,0,0,0,-0.037037037037037,0.037037037037037,0,0,0.185185185185185,0.037037037037037,0.222222222222222,1,0,0.037037037037037,0.206
11,0,0.181818181818182,0.181818181818182,0,0,0,0,0,0,0,0.181818181818182,0,0.181818181818182,0,0,0,0
7,-0.285714285714286,0.285714285714286,0,0,0,0,-0.142857142857143,0.142857142857143,0,0,-0.285714285714286,0.285714285714286,0,0,1,-0.142857142857143,0
9,0.222222222222222,0.222222222222222,0.444444444444444,0,0,0,-0.333333333333333,0.333333333333333,0,0,0.111111111111111,0.222222222222222,0.333333333333333,3,2,0.111111111111111,-0.202
13,0,0.307692307692308,0.307692307692308,0,0,0,-0.230769230769231,0.230769230769231,0,0,-0.0769230769230769,0.307692307692308,0.230769230769231,3,3,0,-0.612
8,0,0.25,0.25,0,0,0,-0.25,0.25,0,0,0,0.25,0.25,1,3,-0.25,-0.612
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,0.0869565217391304,0.0869565217391304,0.173913043478261,0,0,0,0.0434782608695652,0,0.0434782608695652,0,0.0434782608695652,0.0869565217391304,0.130434782608696,3,2,0.0434782608695652,0.439
43,0.13953488372093,0.13953488372093,0.27906976744186,0.0232558139534884,0,0.0232558139534884,-0.0232558139534884,0.0465116279069767,0.0232558139534884,0.0465116279069767,0.0697674418604651,0.0930232558139535,0.162790697674419,4,2,0.0465116279069767,0.772
15,0.133333333333333,0.2,0.333333333333333,0.0666666666666667,0,0.0666666666666667,-0.0666666666666667,0.133333333333333,0.0666666666666667,0,0.266666666666667,0,0.266666666666667,1,0,0.0666666666666667,0.485
49,0.142857142857143,0.0612244897959184,0.204081632653061,0.0204081632653061,0.0204081632653061,0.0408163265306122,0,0.0408163265306122,0.0408163265306122,0.0204081632653061,0.224489795918367,0.0612244897959184,0.285714285714286,6,2,0.0816326530612245,0.249
55,-0.0363636363636364,0.163636363636364,0.127272727272727,0,0,0,-0.0909090909090909,0.0909090909090909,0,0.0181818181818182,-0.0727272727272727,0.181818181818182,0.109090909090909,4,9,-0.0909090909090909,-0.982
10,0,0,0,0.1,0,0.1,0,0,0,0,0,0,0,0,0,0,0
9,-0.111111111111111,0.333333333333333,0.222222222222222,0,0,0,0.111111111111111,0,0.111111111111111,0.111111111111111,0.222222222222222,0,0.222222222222222,2,0,0.222222222222222,0.67
11,0,0.0909090909090909,0.0909090909090909,0,0,0,0,0,0,0,0.0909090909090909,0,0.0909090909090909,0,0,0,0
26,-0.115384615384615,0.307692307692308,0.192307692307692,0,0,0,-0.0769230769230769,0.0769230769230769,0,0,0.0769230769230769,0.115384615384615,0.192307692307692,2,3,-0.0384615384615385,0.408
10,0.2,0.1,0.3,0,0,0,0.1,0.1,0.2,0,0.2,0.1,0.3,2,1,0.1,0.807
39,0.102564102564103,0.153846153846154,0.256410256410256,0.0256410256410256,0,0.0256410256410256,0,0.0256410256410256,0.0256410256410256,0,0.0512820512820513,0.0769230769230769,0.128205128205128,5,1,0.102564102564103,0.368
11,0.363636363636364,0,0.363636363636364,0.0909090909090909,0,0.0909090909090909,0,0,0,0,0.0909090909090909,0,0.0909090909090909,1,0,0.0909090909090909,0.511
21,0.142857142857143,0.0476190476190476,0.19047619047619,0.0476190476190476,0,0.0476190476190476,-0.0476190476190476,0.0476190476190476,0,0.0952380952380952,0.0952380952380952,0.0476190476190476,0.142857142857143,2,0,0.0952380952380952,0.785
33,0.0606060606060606,0.121212121212121,0.181818181818182,0.0303030303030303,0,0.0303030303030303,0.0303030303030303,0,0.0303030303030303,0,0.181818181818182,0.0303030303030303,0.212121212121212,3,0,0.0909090909090909,0.664
